Equipment,./staffordshire.csv,Custodian style Police Helmet,28.90,80,2014-12-18,
Equipment,./staffordshire.csv,Fleece,38.95,65,2015-05-14,
Equipment,./staffordshire.csv,Trousers,8.95,560,2015-07-15,
Equipment,./staffordshire.csv,Shirt,4.25,1400,2015-03-20,
Equipment,./staffordshire.csv,Epaulettes,1.60,300,2015-07-02,
Equipment,./staffordshire.csv,Belt,3.91,160,2015-04-30,
Equipment,./staffordshire.csv,Anorak/ waterproof jacket,71.95,62,2015-05-14,
Equipment,./staffordshire.csv,Hi Visibility jacket,71.95,,,
Equipment,./staffordshire.csv,Cut resistant gloves,15.99,100,2015-04-30,
Equipment,./staffordshire.csv,Boots,,,,Not bought. The force only issues boots to officers for specialist roles.
Equipment,./staffordshire.csv,Utility belt,5.55,100,2014-12-17,
Equipment,./staffordshire.csv,General Patrol full body armour,228.00,16,2015-07-08,"Female armours, purchased with male armours at £276.00."
Equipment,./staffordshire.csv,General Patrol body armour vest,45.00,1,2015-07-08,
Equipment,./staffordshire.csv,Standard Issue Handcuffs,16.95,50,2014-12-04,
Equipment,./staffordshire.csv,Baton,82.91,,,Not bought for over five years. The force recycles departed officers' batons for re-use.
Equipment,./staffordshire.csv,Airwave radio (hand held),,,,No record of purchase for years - any previous purchased would have been made in accordance with the national airwave framework.
Equipment,./staffordshire.csv,Airwave radio (vehicle),585.00,20,2015-06-21,
Equipment,./staffordshire.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,,,,Not bought. 
Equipment,./staffordshire.csv,Compact High performance estate vehicle - fully converted,17349.62,1,2015-02-26,"Vauxhall Astra, converted inc. commissioning parts and labour, first registration fee."
Equipment,./staffordshire.csv,Fully kitted cell van,25148.26,1,2015-07-16,"Vauxhall Vivaro, converted inc. commissioning parts and labour, first registration fee."
Equipment,./west-mercia.csv,Custodian style Police Helmet,28.90,730,2015-04-23,Joint purchase with Warwickshire under West Midlands Police national headwear contract.
Equipment,./west-mercia.csv,Fleece,38.95,460,2015-05-11,Joint purchase with Warwickshire. The force aims to move to the Metropolitan Police Service contract when samples are approved to purchase the garment at a lower price.
Equipment,./west-mercia.csv,Trousers,9.20,30,2015-08-25,"Polycotton trousers. Order date for joint purchase with Warwickshire. Prices range from £6.60 to £9.20 depending on male, female, size (waist/length) specifications. The price quoted is for the largest quantity on order and for a particular waist/leg measurement for the male garment. The force previously purchased 2,265 male polywool trousers at £18.20 with Warwickshire, on 16/04/2015. Awaiting outcome of Yorkshire tender for future purchasing."
Equipment,./west-mercia.csv,Shirt,3.99,650,2015-04-16,Under-armour shirts. Joint purchase with Warwickshire. The force will be moving to the West Yorkshire Police contract to purchase the item at a lower price.
Equipment,./west-mercia.csv,Epaulettes,3.25,112,2015-07-21,Epaulettes. Joint purchase with Warwickshire. The force will be moving to the Metropolitan Police Service contract when samples are approved to purchase epaulettes at a lower price.
Equipment,./west-mercia.csv,Belt,3.30,50,2015-07-23,Joint purchase with Warwickshire. The force will be moving to the North Wales Police contract to purchase the item at a lower price.
Equipment,./west-mercia.csv,Anorak/ waterproof jacket,95.45,2500,2014-12-16,3/4 length high visibility coat. Joint purchase with Warwickshire. The force will be moving to the Metropolitan Police Service contract when samples are approved to purchase the item at a lower price.
Equipment,./west-mercia.csv,Hi Visibility jacket,69.95,500,2015-05-11,Blousons. Joint purchase with Warwickshire. The force will be moving to the Metropolitan Police Service contract when samples are approved to purchase the item at a lower price.
Equipment,./west-mercia.csv,Cut resistant gloves,,,,Not bought. The force does not issue cut resistant gloves to patrol officers.
Equipment,./west-mercia.csv,Boots,,,,Not bought. The force does not issue boots to patrol officers.
Equipment,./west-mercia.csv,Utility belt,4.22,170,2015-05-22,Joint purchase with Warwickshire. The force will be moving to the North Wales Police contract to purchase the item at a lower price.
Equipment,./west-mercia.csv,General Patrol full body armour,347.00,33,2015-07-20,"Order date as the force is migrating to a new contract led by West Midlands Police as part of a uniform alignment exercise with Warwickshire, via the Metropolitan Police Service national body armour framework agreement. Price includes the vest carrier for body armour plates at £66.00."
Equipment,./west-mercia.csv,General Patrol body armour vest,85.80,5,2014-10-01,Carriage system. Joint purchase with Warwickshire via the Gloucestershire framework. The force also purchases the vest carrier for body armour plates at £66.00 (included in the separate general patrol body armour price).
Equipment,./west-mercia.csv,Standard Issue Handcuffs,15.60,100,2015-06-29,Joint purchase with Warwickshire under the Metropolitan Police Service national contract.
Equipment,./west-mercia.csv,Baton,53.48,750,2015-07-16,Joint purchase with Warwickshire under the Metropolitan Police Service national contract.
Equipment,./west-mercia.csv,Airwave radio (hand held),390.00,51,2015-02-13,"Joint purchase with Warwickshire via the Metropolitan Police Service national framework. Price exc. extended helical antenna, batteries, click fast stud (£459 total price)."
Equipment,./west-mercia.csv,Airwave radio (vehicle),650.00,5,2015-05-21,Joint purchase with Warwickshire via the Metropolitan Police Service national framework. Price inc. colour console (£134).
Equipment,./west-mercia.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,15805.50,88,2014-12-01,"Joint order with Warwickshire via the previous national framework - 82 delivered to date. Vauxhall Astra, diesel and low emissions model. The force will be moving to the new vehicle purchase framework in 2015."
Equipment,./west-mercia.csv,Compact High performance estate vehicle - fully converted,28028.04,2,2014-11-14,Joint purchase with Warwickshire under previous national framework. BMW vehicles. The force will be moving to the new vehicle purchase framework in 2015.
Equipment,./west-mercia.csv,Fully kitted cell van,22969.36,36,2014-12-01,Joint order with Warwickshire via previous national framework. Vauxhall - only 9 delivered to date. The force will be moving to the new vehicle purchase framework in 2015.
Equipment,./essex.csv,Custodian style Police Helmet,28.90,40,2015-06-09,The force recycles helmets to keep costs down.
Equipment,./essex.csv,Fleece,20.39,80,2015-07-03,Exc. badges.
Equipment,./essex.csv,Trousers,13.60,2,2015-07-24,
Equipment,./essex.csv,Shirt,3.99,5,2015-07-07,Plain shirts. Logos and numbers etc are stitched in-house.
Equipment,./essex.csv,Epaulettes,1.25,400,2015-03-25,Plain epaulettes. Logos and numbers etc are stitched in-house.
Equipment,./essex.csv,Belt,3.27,20,2015-07-24,
Equipment,./essex.csv,Anorak/ waterproof jacket,89.00,30,2015-07-02,The force has an outsourced store to manage stock levels.
Equipment,./essex.csv,Hi Visibility jacket,87.75,40,2015-06-09,The force has an outsourced store to manage stock levels.
Equipment,./essex.csv,Cut resistant gloves,34.50,2,2013-11-28,The force issues cut resistant gloves which are also spike resistant.
Equipment,./essex.csv,Boots,,,,Not bought
Equipment,./essex.csv,Utility belt,,,,Not bought
Equipment,./essex.csv,General Patrol full body armour,206.85,12,2015-07-01,"Female body armours, male body armours £248.22. The force recycles body armours to keep costs down. Price given does not reflect the kit that is recycled even though this accounts for a significant amount of body armour."
Equipment,./essex.csv,General Patrol body armour vest,36.34,12,2015-07-01,"Female armour covers, male armour covers £36.90. The force recycles body armours to keep costs down. Price given does not reflect the kit that is recycled even though this accounts for a significant amount of body armour."
Equipment,./essex.csv,Standard Issue Handcuffs,16.95,150,2015-06-30,The force recycles handcuffs wherever possible.
Equipment,./essex.csv,Baton,25.00,100,2015-07-03,The force has a contract for the refurbishment of batons at this price. No information available on the last new purchase.
Equipment,./essex.csv,Airwave radio (hand held),380.00,400,2015-03-19,"All handsets are recycled. The force does not plan to purchase more radios until 2018, except in case of shortage of handsets for a limited time."
Equipment,./essex.csv,Airwave radio (vehicle),207.00,650,2007-12-13,
Equipment,./essex.csv,Fully kitted general purpose patrol vehicle - standard 5-door hatchback low performance car.,8998.36,4,2011-10-01,"Inc. service with legacy equipment as the norm for these vehicles (for re-use on new vehicles). It is important to note that the initial purchase of vehicles represents less than a third of the whole-life cost. Low cost vehicles may reflect higher ownership costs. Fleet managers work together to standardise requirements, benchmark costs and best practice to procure collaboratively where possible. Different operational policing practices or even the type of area being policed (urban/rural) may result in different costs. The type of vehicle must meet operational needs of officer roles to provide for their safe and efficient deployment."
Equipment,./essex.csv,Compact High performance estate vehicle - fully converted,25239.90,1,2014-03-13,Inc. service with legacy equipment as the norm for internally built vehicles (for re-use on new vehicles). Purchased in collaboration with Kent.
Equipment,./essex.csv,Fully kitted cell van,19555.70,3,2013-12-18,Most recent purchase from the previous national framework agreement. 
Equipment,./suffolk.csv,Custodian style Police Helmet,28.90,3,2015-03-20,Joint purchase with Norfolk via West Midlands Police national framework.
Equipment,./suffolk.csv,Fleece,20.39,200,2015-04-30,"Soft shell jackets, not fleece. Joint purchase with Norfolk via West Yorkshire Police national framework. The force plans to adopt a replacement framework."
Equipment,./suffolk.csv,Trousers,13.05,40,2015-05-28,Joint purchase with Norfolk via Devon & Cornwall contract. The force plans to move to the Yorkshire & Humberside police national framework.
Equipment,./suffolk.csv,Shirt,4.99,64,2014-07-29,"Joint purchase with Norfolk under a local contract, but the force is moving to the West Yorkshire Police national framework to purchase shirts at a lower price."
Equipment,./suffolk.csv,Epaulettes,3.47,200,2015-07-02,Price per pair of sliders (not epaulettes) in line with national guidance. Joint purchase with Norfolk.
Equipment,./suffolk.csv,Belt,1.25,150,2014-11-17,Trouser belts. Joint purchase with Norfolk.
Equipment,./suffolk.csv,Anorak/ waterproof jacket,72.95,225,2014-04-30,"General issue waterproof blouson to patrol officers. Joint purchase with Norfolk. The force is adopting the Metropolitan Police Service waterproof outerwear national framework to pay for the garments at a lower price. Anoraks are not issued as standard, only to neighbourhood / response officers on request (purchased for £79.95 but this price will also be lower under the new framework)."
Equipment,./suffolk.csv,Hi Visibility jacket,29.95,200,2014-07-04,Lightweight packaway jacket. Joint purchase with Norfolk.
Equipment,./suffolk.csv,Cut resistant gloves,13.25,24,2015-01-08,Joint purchase with Norfolk. The force no longer issues cut resistant gloves to neighbourhood/response officers.
